Column1;Column2;Column3;Column4
赢;yíng;выигрывать, побеждать;4
应聘;yìngpìn;принимать приглашение на службу, работу, наняться;4
勇敢;yǒnggǎn;храбрый, смелый;4
永远;yǒngyuǎn;"вечный, вековечный; вечно, всегда; навечно";4
优点;yōudiǎn;плюс, положительная сторона, достоинство, преимущество;4
优秀;yōuxiù;"лучший, превосходный; выдающийся; отличный, прекрасный, замечательный; высшего качества";4
幽默;yōumò;"юмор; юмористический, комический";4
尤其;yóuqí;"в особенности; и особенно";4
由;yóu;"(предлог) из; от; с; через; следовать к-л/ч-л; причина; повод";4
由于;yóuyú;"по причине; из-за; вследствие; ввиду того, что; в связи с; благодаря тому, что";4
邮局;yóujú;"почтовое отделение; почтовая контора; почта";4
友好;yǒuhǎo;"дружба; дружественный";4
友谊;yǒuyì;"дружба; дружеский";4
有趣;yǒuqù;"интересный, занимательный, увлекательный, живой; любопытный";4
于是;yú shì;и тогда, после этого, поэтому, в результате;4
愉快;yúkuài;"приятный, весёлый, радостный; радоваться";4
与;yǔ;"(союз) и; (предлог) с; к";4
羽毛球;yǔmáo qiú;"бадминтон; волан";4
语法;yǔfǎ;грамматика;4
语言;yǔyán;"речь; язык (сч. слово 种 zhǒng, 门 mén)";4
预习;yùxí;"подготовительный упражнение; тренировать предварительно";4
原来;yuánlái;"первоначально; первоначальный; оказывается; на самом деле";4
原谅;yuánliàng;извинять, прощать;4
原因;yuányīn;"причина, повод; основание";4
约会;yuēhuì;"договориться о свидании; назначить встречу; свидание";4
阅读;yuèdú;"читать; чтение";4
云;yún;облако (сч. слово 朵 duǒ);4
